,Unnamed: 0,station,netbeheerder,status,totale_capaciteit_invoeding_mva,totale_capaciteit_afname_mva,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,verwacht_jaar_van_overbelasting_invoeding,verwacht_jaar_van_overbelasting_afname,investeringsplanning_vermogen_invoeding,investeringsplanning_vermogen_afname,investeringsplanning_tijd_invoeding,investeringsplanning_tijd_afname,beschikbare_capaciteit_invoeding_3_jaar_mva,beschikbare_capaciteit_afname_3_jaar_mva,beschikbare_capaciteit_invoeding_5_jaar_mva,beschikbare_capaciteit_afname_5_jaar_mva,beschikbare_capaciteit_invoeding_10_jaar_mva,beschikbare_capaciteit_afname_10_jaar_mva,peildatum,beschikbare_capaciteit_afname_3_jaar_mva_visualisatie,beschikbare_capaciteit_afname_5_jaar_mva_visualisatie,beschikbare_capaciteit_afname_10_jaar_mva_visualisatie,beschikbare_capaciteit_afname_huidig_mva_visualisatie,beschikbare_capaciteit_invoeding_3_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_5_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_10_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_huidig_mva_visualisatie,geometry,zip_code
106,114.0,Waalwijk,Enexis,Bestaand,137.0,111.0,0.0,0.0,2023,2023,10.0,15.0,2023,2026,10,0,24,15,24,15,2023/02/01,0,15,15,0,10,24,24,0,(51.70572614122642 5.087633872638053),5145 NN
107,115.0,Weertheide,Enexis,Bestaand,47.0,44.0,0.0,0.0,2023,2023,0.0,0.0,>2035,>2035,0,0,0,0,0,0,2023/02/01,0,0,0,0,0,0,0,0,(51.24693926213479 5.65610314610897),6002 ST
108,116.0,Weiwerd 20kV,Enexis,Bestaand,490.0,427.0,0.0,390.0,2023,>2035,0.0,0.0,>2035,>2035,0,390,0,390,0,390,2023/02/01,390,390,390,390,0,0,0,0,(53.30417803176607 6.957816342244985),9936 HN
109,119.0,Winschoten,Enexis,Bestaand,126.0,36.0,0.0,7.0,2027,>2035,0.0,0.0,>2035,>2035,0,7,0,7,0,7,2023/02/01,7,7,7,7,0,0,0,0,(53.135749022205886 7.059502794273821),9672 DC
110,120.0,Winsum Ranum,Enexis,Bestaand,131.0,46.0,0.0,6.0,2028,2033,0.0,4.0,>2035,2030,0,6,0,6,0,10,2023/02/01,6,6,10,6,0,0,0,0,(53.35008706124471 6.500804678522021),9953 TB
111,121.0,Witte vrouwenveld,Enexis,Bestaand,35.0,35.0,0.0,0.0,2028,>2035,0.0,0.0,>2035,>2035,0,0,0,0,0,0,2023/02/01,0,0,0,0,0,0,0,0,(50.85094430818493 5.711861781581003),6224 CP
112,122.0,Woensdrecht,Enexis,Bestaand,44.0,61.0,0.0,0.0,2023,2023,35.0,4.0,2026,2026,0,0,35,4,35,4,2023/02/01,0,4,4,0,0,35,35,0,(51.46673202653903 4.3061392752162595),4625 AC
113,123.0,Zeijerveen,Enexis,Bestaand,59.0,26.0,0.0,0.0,2023,2023,293.0,5.0,2030,2024,0,5,0,73,293,124,2023/02/01,5,73,124,0,0,0,293,0,(53.009362563447375 6.5228411283574115),9406 XK
114,124.0,Zwartsluis,Enexis,Bestaand,13.0,42.0,0.0,1.0,2023,2033,47.0,0.0,2030,>2035,0,1,0,1,47,1,2023/02/01,1,1,1,1,0,0,47,0,(52.63529007735789 6.0846974701568985),8064 PH
115,125.0,Zwolle Frankhuisweg,Enexis,Bestaand,10.0,60.0,0.0,0.0,2023,2026,60.0,10.0,2030,2030,0,0,0,0,60,10,2023/02/01,0,0,10,0,0,0,60,0,(52.52216793883099 6.064698783909865),8043 PB
116,126.0,Zwolle Hessenweg,Enexis,Bestaand,72.0,36.0,0.0,1.0,2023,>2035,56.0,50.0,2030,2030,0,1,0,1,56,51,2023/02/01,1,1,51,1,0,0,56,0,(52.53120525475174 6.186518009797968),8028 PD
117,127.0,Zwolle Weteringkade,Enexis,Bestaand,29.0,64.0,0.0,4.0,2023,2034,71.0,21.0,2030,2030,0,4,0,4,71,25,2023/02/01,4,4,25,4,0,0,71,0,(52.50151484666233 6.123639157439131),8013 PW
118,130.0,OS ALKMAAR,Liander,In Bedrijf,40.0,40.0,0.0,0.0,,2022,40.0,40.0,2027,2027,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.63665919530738 4.745204174489013),1815 AB
119,131.0,OS ALMERE,Liander,In Bedrijf,69.0,69.0,0.0,0.0,,2026,80.0,80.0,2023,2023,0,0,0,0,105,66,21-04-2023,0,0,66,0,0,0,105,0,(52.360890719431616 5.2644913067255485),1327 GB
120,133.0,OS ALPHEN CENTRUM,Liander,In Bedrijf,44.0,44.0,21.0,0.0,,2026,,,,,21,<2,21,<2,21,<2,21-04-2023,0,0,0,0,21,21,21,21,(52.12623908133899 4.657043581780247),2405 BK
121,140.0,OS ANGERLO,Liander,In Bedrijf,33.0,33.0,0.0,0.0,,2027,,,,,0,0,0,0,20,4,21-04-2023,0,0,4,0,0,0,20,0,(52.005693727439855 6.1309816445316985),6983 AG
122,142.0,OS ANNAMOLEN-SINT,Liander,In Bedrijf,32.0,32.0,0.0,0.0,,2024,,,,,0,0,0,0,15,<2,21-04-2023,0,0,0,0,0,0,15,0,(51.82878935679821 5.856793065724299),6533 AL
123,143.0,OS APELDOORN,Liander,In Bedrijf,121.0,121.0,0.0,0.0,,,,,,,0,0,0,0,102,<2,21-04-2023,0,0,0,0,0,0,102,0,(52.20076057478492 5.968967412346776),7331 HL
124,145.0,OS ARNHEM,Liander,In Bedrijf,69.0,69.0,0.0,0.0,,,,,,,0,0,0,0,53,2,21-04-2023,0,0,2,0,0,0,53,0,(51.975483221801845 5.919878198239568),6828 PZ
125,147.0,OS BASISWEG,Liander,In Bedrijf,66.0,66.0,66.0,0.0,,2023,106.0,106.0,2026,2026,66,<2,172,<2,172,61,21-04-2023,0,0,61,0,66,172,172,66,(52.38971888337125 4.812942131480468),1043 BD
126,148.0,OS BEMMEL,Liander,In Bedrijf,55.0,55.0,0.0,0.0,2027,2023,80.0,80.0,2030,2030,0,0,0,0,48,<2,21-04-2023,0,0,0,0,0,0,48,0,(51.91316266413847 5.906671443610623),6681 LH
127,152.0,OS BIJLMER NOORD,Liander,In Bedrijf,138.0,138.0,138.0,35.0,,2026,40.0,40.0,2020,2020,138,35,138,35,138,35,21-04-2023,35,35,35,35,138,138,138,138,(52.31606108815083 4.932219806573727),1114 BC
128,158.0,OS BIJLMER ZUID,Liander,In Bedrijf,99.0,99.0,99.0,5.0,,2026,,,,,99,5,99,5,99,5,21-04-2023,5,5,5,5,99,99,99,99,(52.295230214163375 4.9478709159297365),1105 AR
129,161.0,OS BORCULO,Liander,In Bedrijf,88.0,88.0,0.0,0.0,2031,,,,2022,2022,0,0,0,0,<2,11,21-04-2023,0,0,11,0,0,0,0,0,(52.12095866562858 6.53751546481629),7271 LA
130,164.0,OS CULEMBORG,Liander,In Bedrijf,59.0,59.0,0.0,0.0,2026,2027,80.0,80.0,2025,2025,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(51.94439815859581 5.241048083066145),4103 NJ
131,165.0,OS DALE,Liander,In Bedrijf,57.0,57.0,0.0,0.0,2024,2023,,,,,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(51.94674405042072 6.576486357707295),7122 PS
132,166.0,OS DE VAART,Liander,In Bedrijf,72.0,72.0,0.0,0.0,,,,,,,0,0,0,0,5,<2,21-04-2023,0,0,0,0,0,0,5,0,(52.403983037243655 5.263910667502305),1333 HD
133,167.0,OS DE WEEL,Liander,In Bedrijf,88.0,88.0,5.0,8.0,,,80.0,80.0,2024,2024,5,8,5,8,5,8,21-04-2023,8,8,8,8,5,5,5,5,(52.730355528454304 4.8496189054294305),1735 ET
134,170.0,OS DODEWAARD,Liander,In Bedrijf,48.0,48.0,0.0,0.0,2022,2023,53.0,53.0,2026,2026,0,0,0,0,49,42,21-04-2023,0,0,42,0,0,0,49,0,(51.92938360197077 5.672281413762448),6668 MA
135,172.0,OS DOETINCHEM,Liander,In Bedrijf,111.0,111.0,0.0,0.0,2023,2024,160.0,160.0,2024,2024,0,0,0,0,166,123,21-04-2023,0,0,123,0,0,0,166,0,(51.97265858268685 6.273464226878527),7008 AK
136,173.0,OS DOKKUM,Liander,In Bedrijf,55.0,55.0,0.0,0.0,2026,2031,80.0,80.0,2028,2028,<2,<2,<2,<2,81,62,21-04-2023,0,0,62,0,0,0,81,0,(53.327521358827184 5.9817455201061485),9101 PB
137,176.0,OS DRONTEN,Liander,In Bedrijf,164.0,164.0,0.0,0.0,2022,,80.0,80.0,2023,2023,0,0,0,0,106,110,21-04-2023,0,0,110,0,0,0,106,0,(52.51800876262125 5.662065620139634),8251 PA
138,177.0,OS DRUTEN,Liander,In Bedrijf,44.0,44.0,0.0,0.0,2022,,80.0,80.0,2025,2025,0,0,0,0,<2,80,21-04-2023,0,0,80,0,0,0,0,0,(51.87267657466782 5.579720609269212),6655 KA
139,179.0,OS DUKENBURG,Liander,In Bedrijf,29.0,29.0,0.0,0.0,,2031,80.0,80.0,2036,2036,0,0,0,0,9,<2,21-04-2023,0,0,0,0,0,0,9,0,(51.82028733060371 5.820188719863928),6534 AM
140,180.0,OS EDAM,Liander,In Bedrijf,56.0,56.0,26.0,0.0,,2023,,,,,26,0,26,0,26,<2,21-04-2023,0,0,0,0,26,26,26,26,(52.51311929771883 5.0401039629541255),1135 GE
141,181.0,OS EDE,Liander,In Bedrijf,113.0,113.0,0.0,0.0,,,,,,,0,0,0,0,36,<2,21-04-2023,0,0,0,0,0,0,36,0,(52.054339290008805 5.664915338226087),6718 ZA
142,183.0,OS EERBEEK,Liander,In Bedrijf,69.0,69.0,0.0,0.0,,2022,66.0,66.0,2024,2024,0,0,0,0,75,44,21-04-2023,0,0,44,0,0,0,75,0,(52.09609069598134 6.064435856263603),6961 EL
143,184.0,OS EIBERGEN,Liander,In Bedrijf,50.0,50.0,0.0,15.0,,,,,,,0,15,0,15,<2,15,21-04-2023,15,15,15,15,0,0,0,0,(52.117173698110086 6.638231272371328),7151 MH
144,185.0,OS ELST,Liander,In Bedrijf,115.0,115.0,0.0,0.0,,,,,,,0,0,0,0,30,<2,21-04-2023,0,0,0,0,0,0,30,0,(51.94306593979867 5.843044683156419),6661 NX
145,188.0,OS FRANKENENG,Liander,In Bedrijf,29.0,29.0,0.0,0.0,,2022,21.0,21.0,2027,2027,0,0,0,0,40,10,21-04-2023,0,0,10,0,0,0,40,0,(52.02789529942861 5.6358427820036985),6716 BC
146,192.0,OS HAARLEMMERMEER,Liander,In Bedrijf,135.0,135.0,119.0,0.0,,2025,,,,,119,0,119,0,119,<2,21-04-2023,0,0,0,0,119,119,119,119,(52.31157900658248 4.643185581743241),2134 TZ
147,193.0,OS HARDERWIJK,Liander,In Bedrijf,121.0,121.0,0.0,0.0,,2028,80.0,80.0,2024,2024,0,0,0,0,80,<2,21-04-2023,0,0,0,0,0,0,80,0,(52.32701551996709 5.6443809709474895),3847 LD
148,194.0,OS HARSELAAR,Liander,In Bedrijf,69.0,69.0,0.0,0.0,2024,,80.0,80.0,2027,2027,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.163881592384634 5.621052339444373),3771 PP
149,195.0,OS HATTEM,Liander,In Bedrijf,57.0,57.0,0.0,0.0,,2027,80.0,80.0,2025,2025,0,0,0,0,80,<2,21-04-2023,0,0,0,0,0,0,80,0,(52.45403712972837 6.080480334177669),8051 CA
150,199.0,OS HEERHUGOWAARD,Liander,In Bedrijf,40.0,40.0,0.0,0.0,,2023,,,,,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.67950817226795 4.836454004793085),1704 RP
151,200.0,OS HEILOO,Liander,In Bedrijf,30.0,30.0,0.0,0.0,2030,2022,50.0,50.0,2027,2027,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.59049522775651 4.70664501802711),1851 NX
152,201.0,OS HERBAYUM,Liander,In Bedrijf,59.0,59.0,0.0,11.0,,,,,,,0,11,0,11,<2,11,21-04-2023,11,11,11,11,0,0,0,0,(53.183005778111564 5.50630079152056),8807 PG
153,202.0,OS HILLEGOM,Liander,In Bedrijf,22.0,22.0,8.0,0.0,,2023,20.0,20.0,2028,2028,8,<2,8,<2,28,13,21-04-2023,0,0,13,0,8,8,28,8,(52.28841559724371 4.579243193031497),2182 KN
154,209.0,OS HOOFDDORP,Liander,In Bedrijf,40.0,40.0,28.0,0.0,,2022,,,,,28,<2,28,<2,28,<2,21-04-2023,0,0,0,0,28,28,28,28,(52.29942082710763 4.6909300489656385),2132 ZN
155,211.0,OS HOOGWOUD,Liander,In Bedrijf,20.0,20.0,0.0,0.0,2025,2023,20.0,20.0,2023,2023,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.71412342546066 4.9249255112096435),1718 MK
156,215.0,OS IJBURG,Liander,In Bedrijf,88.0,88.0,78.0,68.0,,,80.0,80.0,2030,2030,78,68,78,68,158,148,21-04-2023,68,68,148,68,78,78,158,78,(52.35146115283733 5.020560887459533),1087 WM
157,216.0,OS IJMUIDEN,Liander,In Bedrijf,40.0,40.0,25.0,7.0,,2032,40.0,40.0,2024,2024,25,7,25,7,25,7,21-04-2023,7,7,7,7,25,25,25,25,(52.454859644597086 4.592774691402247),1976 CA
158,217.0,OS IJPOLDER,Liander,In Bedrijf,20.0,20.0,20.0,0.0,,2022,20.0,20.0,2022,2022,40,<2,80,<2,80,12,21-04-2023,0,0,12,0,40,80,80,20,(52.41449051150626 4.803191727087126),1044 AK
159,218.0,OS KARPERWEG,Liander,In Bedrijf,80.0,80.0,80.0,26.0,,2027,,,,,80,26,80,26,80,26,21-04-2023,26,26,26,26,80,80,80,80,(52.34753603305991 4.854867902707259),1075 LB
160,219.0,OS KATTENBERG,Liander,In Bedrijf,29.0,29.0,0.0,0.0,,2023,50.0,50.0,2025,2025,0,0,0,0,75,45,21-04-2023,0,0,45,0,0,0,75,0,(52.00945661641267 5.892785751613637),6816 TR
161,220.0,OS KATWIJK,Liander,In Bedrijf,44.0,44.0,27.0,0.0,,,23.0,23.0,2027,2027,27,<2,27,2,50,25,21-04-2023,0,2,25,0,27,27,50,27,(52.201983652281534 4.416381504904049),2224 RH
162,221.0,OS KROMMENIE,Liander,In Bedrijf,40.0,40.0,22.0,0.0,,2028,40.0,40.0,2031,2031,22,0,22,0,22,<2,21-04-2023,0,0,0,0,22,22,22,22,(52.49746409362828 4.775470706013672),1521 JM
163,226.0,OS LEIDEN ZUID-WEST,Liander,In Bedrijf,40.0,40.0,35.0,0.0,,2024,,,,,35,<2,35,<2,35,<2,21-04-2023,0,0,0,0,35,35,35,35,(52.14826512381482 4.473888214624507),2324 JD
164,227.0,OS LEIDERDORP,Liander,In Bedrijf,22.0,22.0,8.0,0.0,,2022,20.0,20.0,2025,2025,8,<2,28,13,28,13,21-04-2023,0,13,13,0,8,28,28,8,(52.16149934638459 4.522086301418155),2352 CK
165,229.0,OS LELYSTAD,Liander,In Bedrijf,38.0,38.0,0.0,0.0,2022,,80.0,80.0,2023,2023,0,0,0,0,89,84,21-04-2023,0,0,84,0,0,0,89,0,(52.574846215184905 5.5348167056779145),8221 RD
166,231.0,OS LEMMER,Liander,In Bedrijf,80.0,80.0,0.0,18.0,,,,,2023,2023,0,18,0,18,4,18,21-04-2023,18,18,18,18,0,0,4,0,(52.84841907373003 5.723614971805946),8531 DL
167,233.0,OS LOCHEM,Liander,In Bedrijf,44.0,44.0,0.0,0.0,2023,,80.0,80.0,2024,2024,0,0,0,0,76,78,21-04-2023,0,0,78,0,0,0,76,0,(52.16563792739691 6.387351268449972),7241 TE
168,235.0,OS MARNEZIJL,Liander,In Bedrijf,22.0,22.0,0.0,17.0,2022,2022,,,,,0,17,0,17,2,17,21-04-2023,17,17,17,17,0,0,2,0,(53.062927031703396 5.507804626002618),8701 MD
169,236.0,OS MARNIXSTRAAT,Liander,In Bedrijf,88.0,88.0,88.0,0.0,,,40.0,40.0,2033,2033,88,0,88,0,88,7,21-04-2023,0,0,7,0,88,88,88,88,(52.37052633188222 4.87588113378491),1016 TL
170,241.0,OS NIEUWE MEER,Liander,In Bedrijf,72.0,72.0,71.0,32.0,,2022,,,2022,2022,71,32,151,58,231,58,21-04-2023,32,58,58,32,71,151,231,71,(52.3367850992412 4.813386361273895),1066 BW
171,244.0,OS NIJKERK,Liander,In Bedrijf,63.0,63.0,0.0,0.0,2028,,,,,,0,0,0,0,28,<2,21-04-2023,0,0,0,0,0,0,28,0,(52.22572070017791 5.500308504634402),3862 RN
172,247.0,OS NOORD PAPAVERWEG,Liander,In Bedrijf,66.0,66.0,47.0,0.0,,2023,106.0,106.0,2025,2025,47,<2,153,75,153,75,21-04-2023,0,75,75,0,47,153,153,47,(52.39821788025674 4.903364947476957),1032 LV
173,248.0,OS NOORDWIJK,Liander,In Bedrijf,22.0,22.0,9.0,0.0,,2024,20.0,20.0,2026,2026,9,0,9,0,9,<2,21-04-2023,0,0,0,0,9,9,9,9,(52.23273797357217 4.442795742422825),2201 CV
174,250.0,OS NUNSPEET,Liander,In Bedrijf,61.0,61.0,0.0,0.0,2030,2030,20.0,20.0,2027,2027,0,0,0,0,37,<2,21-04-2023,0,0,0,0,0,0,37,0,(52.3697861216903 5.771617401186507),8071 CV
175,251.0,OS OOSTERBEEK,Liander,In Bedrijf,32.0,32.0,0.0,0.0,,,,,,,0,0,0,0,19,8,21-04-2023,0,0,8,0,0,0,19,0,(51.99526950724303 5.829923648069972),6861 BP
176,253.0,OS OOSTERWOLDE,Liander,In Bedrijf,80.0,80.0,0.0,43.0,,,80.0,80.0,2034,2034,0,43,0,43,<2,43,21-04-2023,43,43,43,43,0,0,0,0,(52.9913528911647 6.2719701869603695),8431 AC
177,255.0,OS OTERLEEK,Liander,In Bedrijf,23.0,23.0,0.0,0.0,2023,2023,4.0,4.0,2025,2025,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.63319021542691 4.835809208958752),1842 EL
178,257.0,OS OUDORP,Liander,In Bedrijf,40.0,40.0,0.0,0.0,,,40.0,40.0,2028,2028,<2,<2,<2,<2,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.6259972830926 4.764959625965921),1821 BN
179,260.0,OS PAMPUS,Liander,In Bedrijf,72.0,72.0,0.0,0.0,,,66.0,66.0,2030,2030,0,0,0,0,84,75,21-04-2023,0,0,75,0,0,0,84,0,(52.3689980288321 5.172679989737347),1311 HG
180,262.0,OS PRESIKHAAF,Liander,In Bedrijf,44.0,44.0,0.0,0.0,,,40.0,40.0,2029,2029,0,0,0,0,74,49,21-04-2023,0,0,49,0,0,0,74,0,(51.98820503115208 5.958355337748816),6825 AZ
181,263.0,OS PURMEREND KWADIJKERKOOGWEG,Liander,In Bedrijf,40.0,40.0,22.0,0.0,,2023,,,,,22,0,22,0,22,<2,21-04-2023,0,0,0,0,22,22,22,22,(52.51490135513645 4.978769284499093),1442 LA
182,264.0,OS PURMEREND SCHAEPMANSTRAAT,Liander,In Bedrijf,40.0,40.0,5.0,0.0,,2022,40.0,40.0,2027,2027,5,0,5,0,5,<2,21-04-2023,0,0,0,0,5,5,5,5,(52.511094985058506 4.936961071766959),1441 KS
183,265.0,OS RAUWERD,Liander,In Bedrijf,23.0,23.0,0.0,7.0,,,,,,,0,7,0,7,6,7,21-04-2023,7,7,7,7,0,0,6,0,(53.10303221941888 5.744367173057158),9012 DR
184,266.0,OS RENKUM,Liander,In Bedrijf,69.0,69.0,0.0,0.0,,,80.0,80.0,2025,2025,0,0,0,0,122,100,21-04-2023,0,0,100,0,0,0,122,0,(51.96773702372001 5.721173074267927),6871 CJ
185,269.0,OS RIJNSBURG,Liander,In Bedrijf,44.0,44.0,34.0,15.0,,,,,,,34,15,34,15,34,15,21-04-2023,15,15,15,15,34,34,34,34,(52.19245045217488 4.458111812438025),2231 BG
186,270.0,OS ROZENBURG,Liander,In Bedrijf,79.0,79.0,79.0,0.0,,,,,,,79,<2,79,<2,79,<2,21-04-2023,0,0,0,0,79,79,79,79,(52.281851443997766 4.738697073791883),1437 EJ
187,272.0,OS RUIGOORD,Liander,In Bedrijf,36.0,36.0,13.0,0.0,,2025,,,,,13,0,13,0,13,<2,21-04-2023,0,0,0,0,13,13,13,13,(52.40866193210508 4.7450000400113534),1047 HB
188,273.0,OS SASSENHEIM,Liander,In Bedrijf,44.0,44.0,19.0,0.0,,2025,40.0,40.0,2025,2025,19,<2,59,29,59,29,21-04-2023,0,29,29,0,19,59,59,19,(52.23424657152952 4.524699149060573),2171 GW
189,274.0,OS SCHAGEN,Liander,In Bedrijf,40.0,40.0,0.0,0.0,2023,2022,,,,,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.78199304578248 4.811275990113156),1742 LA
190,280.0,OS SCHIPLUIDENLAAN,Liander,In Bedrijf,66.0,66.0,60.0,0.0,,2024,40.0,40.0,2026,2026,60,0,60,0,60,2,21-04-2023,0,0,2,0,60,60,60,60,(52.355738099483496 4.83527095513767),1062 HK
191,283.0,OS SLOTERMEER,Liander,In Bedrijf,50.0,50.0,35.0,0.0,,2023,40.0,40.0,2027,2027,35,0,35,0,35,<2,21-04-2023,0,0,0,0,35,35,35,35,(52.37447258375479 4.834921131315441),1064 AA
192,284.0,OS SNEEK,Liander,In Bedrijf,55.0,55.0,0.0,0.0,,2029,,,,,0,0,0,0,10,<2,21-04-2023,0,0,0,0,0,0,10,0,(53.03910723038023 5.673075903383782),8605 CJ
193,286.0,OS TEERSDIJK,Liander,In Bedrijf,113.0,113.0,0.0,0.0,2024,2026,,,,,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(51.82072007504464 5.7798507748784855),6537 TM
194,288.0,OS TIEL,Liander,In Bedrijf,42.0,42.0,0.0,0.0,2025,2023,80.0,80.0,2023,2023,0,0,0,0,83,72,21-04-2023,0,0,72,0,0,0,83,0,(51.89832840084958 5.444786150415614),4005 VG
195,293.0,OS ULFT,Liander,In Bedrijf,73.0,73.0,0.0,0.0,,,80.0,80.0,2025,2025,0,0,0,0,48,103,21-04-2023,0,0,103,0,0,0,48,0,(51.90371743387911 6.378209268706742),7071 PA
196,295.0,OS VAASSEN,Liander,In Bedrijf,42.0,42.0,0.0,0.0,2031,2032,80.0,80.0,2030,2030,0,0,0,0,75,<2,21-04-2023,0,0,0,0,0,0,75,0,(52.30476366083245 5.989187681622973),8166 KG
197,302.0,OS VLIEGENBOS,Liander,In Bedrijf,40.0,40.0,31.0,0.0,,2023,40.0,40.0,2030,2030,31,0,31,0,31,<2,21-04-2023,0,0,0,0,31,31,31,31,(52.38694115810714 4.929471710210073),1022 XE
198,303.0,OS WAARDERPOLDER,Liander,In Bedrijf,111.0,111.0,111.0,22.0,,,,,,,111,22,111,22,111,22,21-04-2023,22,22,22,22,111,111,111,111,(52.39390719776428 4.664172683394965),2031 BT
199,304.0,OS WAGENINGEN,Liander,In Bedrijf,32.0,32.0,0.0,0.0,,,,,,,0,0,0,0,9,<2,21-04-2023,0,0,0,0,0,0,9,0,(51.96001170397682 5.650792761897661),6702 DK
200,305.0,OS WARMENHUIZEN,Liander,In Bedrijf,36.0,36.0,0.0,0.0,2022,2022,44.0,44.0,2029,2029,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.70857715568267 4.737688732923837),1749 CJ
201,307.0,OS WATERGRAAFSMEER,Liander,In Bedrijf,117.0,117.0,117.0,49.0,,2032,80.0,80.0,2027,2027,117,49,117,49,117,49,21-04-2023,49,49,49,49,117,117,117,117,(52.35484271716722 4.962786567911152),1098 TX
202,311.0,OS WESTHAVEN,Liander,In Bedrijf,63.0,63.0,62.0,0.0,,2022,,,,,62,0,62,0,62,<2,21-04-2023,0,0,0,0,62,62,62,62,(52.407722142822976 4.835941305778442),1041 AZ
203,315.0,OS WESTZAANSTRAAT,Liander,In Bedrijf,66.0,66.0,66.0,0.0,,2023,40.0,40.0,2029,2029,66,0,66,0,66,<2,21-04-2023,0,0,0,0,66,66,66,66,(52.38843128411085 4.882289995529414),1013 CS
204,316.0,OS WINSELINGSEWEG,Liander,In Bedrijf,121.0,121.0,0.0,0.0,,,80.0,80.0,2027,2027,0,0,0,0,64,<2,21-04-2023,0,0,0,0,0,0,64,0,(51.854204362443525 5.839308226605269),6541 BE
205,317.0,OS WINTERSWIJK,Liander,In Bedrijf,57.0,57.0,0.0,0.0,2029,2024,80.0,80.0,2025,2025,0,0,0,0,74,75,21-04-2023,0,0,75,0,0,0,74,0,(51.974319963559886 6.701351646192612),7102 GA
206,318.0,OS WOLVEGA,Liander,In Bedrijf,55.0,55.0,0.0,20.0,2028,,,,,,0,20,0,20,<2,20,21-04-2023,20,20,20,20,0,0,0,0,(52.88196196455234 5.998647806422717),8471 AL
207,319.0,OS WORMERVEER,Liander,In Bedrijf,40.0,40.0,37.0,0.0,,,,,,,37,0,37,0,37,<2,21-04-2023,0,0,0,0,37,37,37,37,(52.488613396129715 4.798940375043156),1521 TL
208,320.0,OS WOUDHUIS,Liander,In Bedrijf,73.0,73.0,0.0,0.0,,,,,,,0,0,0,0,16,<2,21-04-2023,0,0,0,0,0,0,16,0,(52.19571827661967 6.0351254998010075),7325 WZ
209,322.0,OS ZAANDAM NOORD,Liander,In Bedrijf,44.0,44.0,26.0,0.0,,2024,36.0,36.0,2026,2026,26,0,26,0,26,<2,21-04-2023,0,0,0,0,26,26,26,26,(52.458754454774756 4.81674414506658),1508 EH
210,323.0,OS ZAANDAM WEST,Liander,In Bedrijf,51.0,51.0,46.0,0.0,,2022,30.0,30.0,2027,2027,46,0,46,0,46,<2,21-04-2023,0,0,0,0,46,46,46,46,(52.43202903551958 4.820564434520179),1506 PE
211,324.0,OS ZAANDIJK,Liander,In Bedrijf,40.0,40.0,33.0,0.0,,2028,40.0,40.0,2030,2030,33,0,33,0,33,<2,21-04-2023,0,0,0,0,33,33,33,33,(52.46996247721354 4.803704994116627),1544 XC
212,325.0,OS ZALTBOMMEL,Liander,In Bedrijf,210.0,210.0,0.0,0.0,,2022,80.0,80.0,2023,2023,0,0,0,0,126,91,21-04-2023,0,0,91,0,0,0,126,0,(51.80080974414682 5.278331148846569),5301 KL
213,327.0,OS ZEEWOLDE,Liander,In Bedrijf,150.0,150.0,0.0,0.0,,,80.0,80.0,2024,2024,0,0,0,0,35,104,21-04-2023,0,0,104,0,0,0,35,0,(52.346021832412305 5.460131830377274),3897 LN
214,328.0,OS ZEVENAAR,Liander,In Bedrijf,127.0,127.0,0.0,0.0,,2026,,,,,0,0,0,0,8,<2,21-04-2023,0,0,0,0,0,0,8,0,(51.926005716464964 6.103140869610812),6902 PB
215,329.0,OS ZEVENHUIZEN,Liander,In Bedrijf,60.0,60.0,4.0,0.0,2031,2022,,,,,4,<2,4,<2,4,<2,21-04-2023,0,0,0,0,4,4,4,4,(52.02938413392382 4.584800051201484),2752 AB
216,331.0,OS ZORGVLIED,Liander,In Bedrijf,176.0,176.0,176.0,79.0,,,,,,,176,79,176,79,176,79,21-04-2023,79,79,79,79,176,176,176,176,(52.336283820185216 4.888488662523548),1083 HN
217,332.0,OS ZUIDBROEK,Liander,In Bedrijf,88.0,88.0,0.0,0.0,,,,,,,0,0,0,0,35,48,21-04-2023,0,0,48,0,0,0,35,0,(52.247211620254774 6.003163241996957),7324 BV
218,333.0,OS ZUIDERVELD,Liander,In Bedrijf,69.0,69.0,0.0,0.0,2028,2022,,,,,0,0,0,0,<2,<2,21-04-2023,0,0,0,0,0,0,0,0,(52.49860510462408 5.514481621922658),8219 AT
