,zip_code,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,station_lat,station_long,center_vlak_lat,center_vlak_long,area_vlak,distance_to_station,name
803,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.05375034597177,4.513615279331308,21.65286628803387,1197.4310226763162,Zoetermeer 9 25 kV
804,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.92834417674755,4.253221824650185,34.27200795480288,767.8497910734554,33002
805,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.92363861430608,4.253270389033307,760.3282205459512,738.6658940095692,33002
806,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.92590438397263,4.263450330355755,4716.486162490004,28.493200726415342,33002
807,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.93317699712485,4.276108194287994,12.877819444647894,1201.2880085411923,33002
808,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.94051519223596,4.269854402328901,2705.0745113977664,1708.4012632706388,33002
809,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.92796042416492,4.270358279486963,432.94859090095684,533.5918283312903,33002
810,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.93085341482462,4.271983031020098,11.692823419926201,818.4644531919766,33002
811,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.94120969037274,4.270428219973603,1394.184335122552,1793.1727952832784,33002
812,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.928525809644405,4.270543547882836,85.79024685933112,577.0379462435305,33002
813,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.93569247586108,4.273455712954605,371.7434676405519,1307.2069035644824,33002
814,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.927845005152506,4.268307284542,34822.35839523022,408.0134850637837,33002
815,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.9402088192947,4.269673355974978,1055.7268272537672,1672.30367680071,33002
816,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.94159773982341,4.270346465333524,4731.520040352623,1833.395246932759,33002
817,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.95687541043418,4.329577325458414,108.87294133862757,5705.035524922759,33002
818,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.975345584880145,4.385818976320211,9160.771148777436,10038.239863213556,33002
819,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.956319617117956,4.314339894930169,4531.495612752166,4874.030421810267,33002
820,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.964776571510185,4.392872346376953,2544.3115020765567,9874.945676979998,33002
821,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.94649710882288,4.252540630932887,117.42741924824637,2437.180086057733,33002
822,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.98041080240394,4.317377036040424,16.98451205205206,7119.512703305019,33002
823,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.950967217802045,4.2779182712202015,191.5137371504086,2982.466713150661,33002
824,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.97328332704679,4.309606804605838,129.72014390119273,6166.033568013154,33002
825,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.95285421753636,4.282682921959333,2937.2325197865866,3297.133765010449,33002
826,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.97312571587973,4.310117449196118,2038.9842439915524,6169.028589643142,33002
827,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.95771554549314,4.345172828232937,12673.545229492742,6635.239243713519,33002
828,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.97938649844905,4.303849942835144,5683.730417755803,6582.700769016382,33002
829,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.91836594818138,4.261576112743508,200.31902131699334,821.3952511934833,33002
830,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.92086261900139,4.271482463557494,10.752496756301685,762.1242374755407,33002
831,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.918412075799715,4.262450530534241,9.461092414662978,808.6347027482634,33002
832,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.9233015750837,4.270040249785419,2372.2344888159364,517.1081751671886,33002
833,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.919995777405376,4.270146443790101,11.220544460486591,775.4683191378996,33002
834,3142 NN,18.0,6.0,51.92565349129225,4.263534818114083,51.91959191702371,4.266803772344761,25.852796362590627,710.3182458138273,33002
